dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
270,연꽃몬,3,Water,Grass,Water Weed Pokemon,0.5,2.6,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,220,1 Sp. Def,255,50,44,Medium Slow,Grass ,Water 1,50,50,15,Ordinary
271,로토스,3,Water,Grass,Jolly Pokemon,1.2,32.5,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,340,2 Sp. Def,120,50,119,Medium Slow,Grass ,Water 1,50,50,15,Ordinary
272,로파파,3,Water,Grass,Carefree Pokemon,1.5,55,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,480,3 Sp. Def,45,50,216,Medium Slow,Grass ,Water 1,50,50,15,Ordinary
273,도토링,3,Grass,,Acorn Pokemon,0.5,4,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,220,1 Defense,255,50,44,Medium Slow,Field ,Grass,50,50,15,Ordinary
274,잎새코,3,Grass,Dark,Wily Pokemon,1,28,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,340,2 Attack,120,50,119,Medium Slow,Field ,Grass,50,50,15,Ordinary
275,다탱구,3,Grass,Dark,Wicked Pokemon,1.3,59.6,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,480,3 Attack,45,50,216,Medium Slow,Field ,Grass,50,50,15,Ordinary
276,테일로,3,Normal,Flying,TinySwallow Pokemon,0.3,2.3,Guts,Scrappy,,40,55,30,30,30,85,270,1 Speed,200,50,54,Medium Slow,Flying,,50,50,15,Ordinary
277,스왈로,3,Normal,Flying,Swallow Pokemon,0.7,19.8,Guts,Scrappy,,60,85,60,75,50,125,455,2 Speed,45,50,159,Medium Slow,Flying,,50,50,15,Ordinary
278,갈모매,3,Water,Flying,Seagull Pokemon,0.6,9.5,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,270,1 Speed,190,50,54,Medium Fast,Flying ,Water 1,50,50,20,Ordinary
279,패리퍼,3,Water,Flying,Water Bird Pokemon,1.2,28,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65,440,2 Defense,45,50,154,Medium Fast,Flying ,Water 1,50,50,20,Ordinary
280,랄토스,3,Psychic,Fairy,Feeling Pokemon,0.4,6.6,Synchronize,Trace,Telepathy,28,25,25,45,35,40,198,1 Sp. Atk,235,35,40,Slow,Amorphous ,Human-Like,50,50,20,Ordinary
281,킬리아,3,Psychic,Fairy,Emotion Pokemon,0.8,20.2,Synchronize,Trace,Telepathy,38,35,35,65,55,50,278,2 Sp. Atk,120,35,97,Slow,Amorphous ,Human-Like,50,50,20,Ordinary
282,가디안,3,Psychic,Fairy,Embrace Pokemon,1.6,48.4,Synchronize,Trace,Telepathy,68,65,65,125,115,80,518,3 Sp. Atk,45,35,259,Slow,Amorphous ,Human-Like,50,50,20,Ordinary
283,비구술,3,Bug,Water,Pond Skater Pokemon,0.5,1.7,Swift Swim,Rain Dish,,40,30,32,50,52,65,269,1 Speed,200,50,54,Medium Fast,Bug ,Water 1,50,50,15,Ordinary
284,비나방,3,Bug,Flying,Eyeball Pokemon,0.8,3.6,Intimidate,Unnerve,,70,60,62,100,82,80,454,"1 Sp. Atk, 1 Sp. Def",75,50,159,Medium Fast,Bug ,Water 1,50,50,15,Ordinary
285,버섯꼬,3,Grass,,Mushroom Pokemon,0.4,4.5,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35,295,1 HP,255,50,59,Fluctuating,Fairy ,Grass,50,50,15,Ordinary
286,버섯모,3,Grass,Fighting,Mushroom Pokemon,1.2,39.2,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,460,2 Attack,90,50,161,Fluctuating,Fairy ,Grass,50,50,15,Ordinary
287,게을로,3,Normal,,Slacker Pokemon,0.8,24,Truant,,,60,60,60,35,35,30,280,1 HP,255,50,56,Slow,Field,,50,50,15,Ordinary
288,발바로,3,Normal,,Wild Monkey Pokemon,1.4,46.5,Vital Spirit,,,80,80,80,55,55,90,440,2 Speed,120,50,154,Slow,Field,,50,50,15,Ordinary
289,게을킹,3,Normal,,Lazy Pokemon,2,130.5,Truant,,,150,160,100,95,65,100,670,3 HP,45,50,285,Slow,Field,,50,50,15,Ordinary
290,토중몬,3,Bug,Ground,Trainee Pokemon,0.5,5.5,Compound Eyes,Run Away,,31,45,90,30,30,40,266,1 Defense,255,50,53,Erratic,Bug,,50,50,15,Ordinary
291,아이스크,3,Bug,Flying,Ninja Pokemon,0.8,12,Speed Boost,Infiltrator,,61,90,45,50,50,160,456,2 Speed,120,50,160,Erratic,Bug,,50,50,15,Ordinary
292,껍질몬,3,Bug,Ghost,Shed Pokemon,0.8,1.2,Wonder Guard,,,1,90,45,30,30,40,236,2 HP,45,50,83,Erratic,Mineral,,,,15,Ordinary
293,소곤룡,3,Normal,,Whisper Pokemon,0.6,16.3,Soundproof,Rattled,,64,51,23,51,23,28,240,1 HP,190,50,48,Medium Slow,Field ,Monster,50,50,20,Ordinary
294,노공룡,3,Normal,,Big Voice Pokemon,1,40.5,Soundproof,Scrappy,,84,71,43,71,43,48,360,2 HP,120,50,126,Medium Slow,Field ,Monster,50,50,20,Ordinary
295,폭음룡,3,Normal,,Loud Noise Pokemon,1.5,84,Soundproof,Scrappy,,104,91,63,91,73,68,490,3 HP,45,50,221,Medium Slow,Field ,Monster,50,50,20,Ordinary
296,마크탕,3,Fighting,,Guts Pokemon,1,86.4,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,237,1 HP,180,50,47,Fluctuating,Human-Like,,75,25,20,Ordinary
297,하리뭉,3,Fighting,,Arm Thrust Pokemon,2.3,253.8,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,474,2 HP,200,50,166,Fluctuating,Human-Like,,75,25,20,Ordinary
298,루리리,3,Normal,Fairy,Polka Dot Pokemon,0.2,2,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,190,1 HP,150,50,38,Fast,Undiscovered,,25,75,10,Baby Pokemon
299,코코파스,3,Rock,,Compass Pokemon,1,97,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,375,1 Defense,255,50,75,Medium Fast,Mineral,,50,50,20,Ordinary
300,에나비,3,Normal,,Kitten Pokemon,0.6,11,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,260,1 Speed,255,50,52,Fast,Fairy ,Field,25,75,15,Ordinary
301,델케티,3,Normal,,Prim Pokemon,1.1,32.6,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,400,"1 HP, 1 Speed",60,50,140,Fast,Fairy ,Field,25,75,15,Ordinary
302,깜까미,3,Dark,Ghost,Darkness Pokemon,0.5,11,Keen Eye,Stall,Prankster,50,75,75,65,65,50,380,"1 Attack, 1 Defense",45,35,133,Medium Slow,Human-Like,,50,50,25,Ordinary
303,입치트,3,Steel,Fairy,Deceiver Pokemon,0.6,11.5,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,380,"1 Attack, 1 Defense",45,50,133,Fast,Fairy ,Field,50,50,20,Ordinary
304,가보리,3,Steel,Rock,Iron Armor Pokemon,0.4,60,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,330,1 Defense,180,35,66,Slow,Monster,,50,50,35,Ordinary
305,갱도라,3,Steel,Rock,Iron Armor Pokemon,0.9,120,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,430,2 Defense,90,35,151,Slow,Monster,,50,50,35,Ordinary
306,보스로라,3,Steel,Rock,Iron Armor Pokemon,2.1,360,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,530,3 Defense,45,35,239,Slow,Monster,,50,50,35,Ordinary
307,요가랑,3,Fighting,Psychic,Meditate Pokemon,0.6,11.2,Pure Power,Telepathy,,30,40,55,40,55,60,280,1 Speed,180,50,56,Medium Fast,Human-Like,,50,50,20,Ordinary
308,요가램,3,Fighting,Psychic,Meditate Pokemon,1.3,31.5,Pure Power,Telepathy,,60,60,75,60,75,80,410,2 Speed,90,50,144,Medium Fast,Human-Like,,50,50,20,Ordinary
309,썬더라이,3,Electric,,Lightning Pokemon,0.6,15.2,Static,Lightning Rod,Minus,40,45,40,65,40,65,295,1 Speed,120,50,59,Slow,Field,,50,50,20,Ordinary
310,썬더볼트,3,Electric,,Discharge Pokemon,1.5,40.2,Static,Lightning Rod,Minus,70,75,60,105,60,105,475,2 Speed,45,50,166,Slow,Field,,50,50,20,Ordinary
311,플러시,3,Electric,,Cheering Pokemon,0.4,4.2,Plus,Lightning Rod,,60,50,40,85,75,95,405,1 Speed,200,50,142,Medium Fast,Fairy,,50,50,20,Ordinary
312,마이농,3,Electric,,Cheering Pokemon,0.4,4.2,Minus,Volt Absorb,,60,40,50,75,85,95,405,1 Speed,200,50,142,Medium Fast,Fairy,,50,50,20,Ordinary
313,볼비트,3,Bug,,Firefly Pokemon,0.7,17.7,Illuminate,Swarm,Prankster,65,73,75,47,85,85,430,1 Speed,150,50,151,Erratic,Bug ,Human-Like,100,0,15,Ordinary
314,네오비트,3,Bug,,Firefly Pokemon,0.6,17.7,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,430,1 Speed,150,50,151,Fluctuating,Bug ,Human-Like,0,100,15,Ordinary
315,로젤리아,3,Grass,Poison,Thorn Pokemon,0.3,2,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,400,2 Sp. Atk,150,50,140,Medium Slow,Fairy ,Grass,50,50,20,Ordinary
316,꼴깍몬,3,Poison,,Stomach Pokemon,0.4,10.3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,302,1 HP,225,50,60,Fluctuating,Amorphous,,50,50,20,Ordinary
317,꿀꺽몬,3,Poison,,Poison Bag Pokemon,1.7,80,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,467,2 HP,75,50,163,Fluctuating,Amorphous,,50,50,20,Ordinary
318,샤프니아,3,Water,Dark,Savage Pokemon,0.8,20.8,Rough Skin,Speed Boost,,45,90,20,65,20,65,305,1 Attack,225,35,61,Slow,Water 2,,50,50,20,Ordinary
319,샤크니아,3,Water,Dark,Brutal Pokemon,1.8,88.8,Rough Skin,Speed Boost,,70,120,40,95,40,95,460,2 Attack,60,35,161,Slow,Water 2,,50,50,20,Ordinary
320,고래왕자,3,Water,,Ball Whale Pokemon,2,130,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,400,1 HP,125,50,80,Fluctuating,Field ,Water 2,50,50,40,Ordinary
321,고래왕,3,Water,,Float Whale Pokemon,14.5,398,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,500,2 HP,60,50,175,Fluctuating,Field ,Water 2,50,50,40,Ordinary
322,둔타,3,Fire,Ground,Numb Pokemon,0.7,24,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,305,1 Sp. Atk,255,50,61,Medium Fast,Field,,50,50,20,Ordinary
323,폭타,3,Fire,Ground,Eruption Pokemon,1.9,220,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,460,"1 Attack, 1 Sp. Atk",150,50,161,Medium Fast,Field,,50,50,20,Ordinary
324,코터스,3,Fire,,Coal Pokemon,0.5,80.4,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,470,2 Defense,90,50,165,Medium Fast,Field,,50,50,20,Ordinary
325,피그점프,3,Psychic,,Bounce Pokemon,0.7,30.6,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,330,1 Sp. Def,255,50,66,Fast,Field,,50,50,20,Ordinary
326,피그킹,3,Psychic,,Manipulate Pokemon,0.9,71.5,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,470,2 Sp. Def,60,50,165,Fast,Field,,50,50,20,Ordinary
327,얼루기,3,Normal,,Spot Panda Pokemon,1.1,5,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,360,1 Sp. Atk,255,50,126,Fast,Field ,Human-Like,50,50,15,Ordinary
328,톱치,3,Ground,,Ant Pit Pokemon,0.7,15,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,290,1 Attack,255,50,58,Medium Slow,Bug ,Dragon,50,50,20,Ordinary
329,비브라바,3,Ground,Dragon,Vibration Pokemon,1.1,15.3,Levitate,,,50,70,50,50,50,70,340,"1 Attack, 1 Speed",120,50,119,Medium Slow,Bug ,Dragon,50,50,20,Ordinary
330,플라이곤,3,Ground,Dragon,Mystic Pokemon,2,82,Levitate,,,80,100,80,80,80,100,520,"1 Attack, 2 Speed",45,50,234,Medium Slow,Bug ,Dragon,50,50,20,Ordinary
331,선인왕,3,Grass,,Cactus Pokemon,0.4,51.3,Sand Veil,Water Absorb,,50,85,40,85,40,35,335,1 Sp. Atk,190,35,67,Medium Slow,Grass ,Human-Like,50,50,20,Ordinary
332,밤선인,3,Grass,Dark,Scarecrow Pokemon,1.3,77.4,Sand Veil,Water Absorb,,70,115,60,115,60,55,475,"1 Attack, 1 Sp. Atk",60,35,166,Medium Slow,Grass ,Human-Like,50,50,20,Ordinary
333,파비코,3,Normal,Flying,Cotton Bird Pokemon,0.4,1.2,Natural Cure,Cloud Nine,,45,40,60,40,75,50,310,1 Sp. Def,255,50,62,Erratic,Dragon ,Flying,50,50,20,Ordinary
334,파비코리,3,Dragon,Flying,Humming Pokemon,1.1,20.6,Natural Cure,Cloud Nine,,75,70,90,70,105,80,490,2 Sp. Def,45,50,172,Erratic,Dragon ,Flying,50,50,20,Ordinary
335,쟝고,3,Normal,,Cat Ferret Pokemon,1.3,40.3,Immunity,Toxic Boost,,73,115,60,60,60,90,458,2 Attack,90,50,160,Erratic,Field,,50,50,20,Ordinary
336,세비퍼,3,Poison,,Fang Snake Pokemon,2.7,52.5,Shed Skin,Infiltrator,,73,100,60,100,60,65,458,"1 Attack, 1 Sp. Atk",90,50,160,Fluctuating,Dragon ,Field,50,50,20,Ordinary
337,루나톤,3,Rock,Psychic,Meteorite Pokemon,1,168,Levitate,,,90,55,65,95,85,70,460,2 Sp. Atk,45,50,161,Fast,Mineral,,,,25,Ordinary
338,솔록,3,Rock,Psychic,Meteorite Pokemon,1.2,154,Levitate,,,90,95,85,55,65,70,460,2 Attack,45,50,161,Fast,Mineral,,,,25,Ordinary
339,미꾸리,3,Water,Ground,Whiskers Pokemon,0.4,1.9,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,288,1 HP,190,50,58,Medium Fast,Water 2,,50,50,20,Ordinary
340,메깅,3,Water,Ground,Whiskers Pokemon,0.9,23.6,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,468,2 HP,75,50,164,Medium Fast,Water 2,,50,50,20,Ordinary
341,가재군,3,Water,,Ruffian Pokemon,0.6,11.5,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,308,1 Attack,205,50,62,Fluctuating,Water 1 ,Water 3,50,50,15,Ordinary
342,가재장군,3,Water,Dark,Rogue Pokemon,1.1,32.8,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,468,2 Attack,155,50,164,Fluctuating,Water 1 ,Water 3,50,50,15,Ordinary
343,오뚝군,3,Ground,Psychic,Clay Doll Pokemon,0.5,21.5,Levitate,,,40,40,55,40,70,55,300,1 Sp. Def,255,50,60,Medium Fast,Mineral,,,,20,Ordinary
344,점토도리,3,Ground,Psychic,Clay Doll Pokemon,1.5,108,Levitate,,,60,70,105,70,120,75,500,2 Sp. Def,90,50,175,Medium Fast,Mineral,,,,20,Ordinary
345,릴링,3,Rock,Grass,Sea Lily Pokemon,1,23.8,Suction Cups,Storm Drain,,66,41,77,61,87,23,355,1 Sp. Def,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil
346,릴리요,3,Rock,Grass,Barnacle Pokemon,1.5,60.4,Suction Cups,Storm Drain,,86,81,97,81,107,43,495,2 Sp. Def,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil
347,아노딥스,3,Rock,Bug,Old Shrimp Pokemon,0.7,12.5,Battle Armor,Swift Swim,,45,95,50,40,50,75,355,1 Attack,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil
348,아말도,3,Rock,Bug,Plate Pokemon,1.5,68.2,Battle Armor,Swift Swim,,75,125,100,70,80,45,495,2 Attack,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil
349,빈티나,3,Water,,Fish Pokemon,0.6,7.4,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,200,1 Speed,255,50,40,Erratic,Dragon ,Water 1,50,50,20,Ordinary
350,밀로틱,3,Water,,Tender Pokemon,6.2,162,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,540,2 Sp. Def,60,50,189,Erratic,Dragon ,Water 1,50,50,20,Ordinary
351,캐스퐁,3,Normal,,Weather Pokemon,0.3,0.8,Forecast,,,70,70,70,70,70,70,420,1 HP,45,50,147,Medium Fast,Amorphous ,Fairy,50,50,25,Ordinary
352,켈리몬,3,Normal,,Color Swap Pokemon,1,22,Color Change,Protean,,60,90,70,60,120,40,440,1 Sp. Def,200,50,154,Medium Slow,Field,,50,50,20,Ordinary
353,어둠대신,3,Ghost,,Puppet Pokemon,0.6,2.3,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,295,1 Attack,225,35,59,Fast,Amorphous,,50,50,25,Ordinary
354,다크펫,3,Ghost,,Marionette Pokemon,1.1,12.5,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,455,2 Attack,45,35,159,Fast,Amorphous,,50,50,25,Ordinary
355,해골몽,3,Ghost,,Requiem Pokemon,0.8,15,Levitate,Frisk,,20,40,90,30,90,25,295,1 Sp. Def,190,35,59,Fast,Amorphous,,50,50,25,Ordinary
356,미라몽,3,Ghost,,Beckon Pokemon,1.6,30.6,Pressure,Frisk,,40,70,130,60,130,25,455,"1 Defense, 1 Sp. Def",90,35,159,Fast,Amorphous,,50,50,25,Ordinary
357,트로피우스,3,Grass,Flying,Fruit Pokemon,2,100,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,460,2 HP,200,50,161,Slow,Grass ,Monster,50,50,25,Ordinary
358,치렁,3,Psychic,,Wind Chime Pokemon,0.6,1,Levitate,,,75,50,80,95,90,65,455,"1 Sp. Atk, 1 Sp. Def",45,50,159,Fast,Amorphous,,50,50,25,Ordinary
359,앱솔,3,Dark,,Disaster Pokemon,1.2,47,Pressure,Super Luck,Justified,65,130,60,75,60,75,465,2 Attack,30,35,163,Medium Slow,Field,,50,50,25,Ordinary
360,마자,3,Psychic,,Bright Pokemon,0.6,14,Shadow Tag,Telepathy,,95,23,48,23,48,23,260,1 HP,125,50,52,Medium Fast,Undiscovered,,50,50,20,Baby Pokemon
361,눈꼬마,3,Ice,,Snow Hat Pokemon,0.7,16.8,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,300,1 HP,190,50,60,Medium Fast,Fairy ,Mineral,50,50,20,Ordinary
362,얼음귀신,3,Ice,,Face Pokemon,1.5,256.5,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,480,2 HP,75,50,168,Medium Fast,Fairy ,Mineral,50,50,20,Ordinary
363,대굴레오,3,Ice,Water,Clap Pokemon,0.8,39.5,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,290,1 HP,255,50,58,Medium Slow,Field ,Water 1,50,50,20,Ordinary
364,씨레오,3,Ice,Water,Ball Roll Pokemon,1.1,87.6,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,410,2 HP,120,50,144,Medium Slow,Field ,Water 1,50,50,20,Ordinary
365,씨카이저,3,Ice,Water,Ice Break Pokemon,1.4,150.6,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,530,3 HP,45,50,239,Medium Slow,Field ,Water 1,50,50,20,Ordinary
366,진주몽,3,Water,,Bivalve Pokemon,0.4,52.5,Shell Armor,Rattled,,35,64,85,74,55,32,345,1 Defense,255,50,69,Erratic,Water 1,,50,50,20,Ordinary
367,헌테일,3,Water,,Deep Sea Pokemon,1.7,27,Swift Swim,Water Veil,,55,104,105,94,75,52,485,"1 Attack, 1 Defense",60,50,170,Erratic,Water 1,,50,50,20,Ordinary
368,분홍장이,3,Water,,South Sea Pokemon,1.8,22.6,Swift Swim,Hydration,,55,84,105,114,75,52,485,2 Sp. Atk,60,50,170,Erratic,Water 1,,50,50,20,Ordinary
369,시라칸,3,Water,Rock,Longevity Pokemon,1,23.4,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,485,"1 HP, 1 Defense",25,50,170,Slow,Water 1 ,Water 2,87.5,12.5,40,Ordinary
370,사랑동이,3,Water,,Rendezvous Pokemon,0.6,8.7,Swift Swim,Hydration,,43,30,55,40,65,97,330,1 Speed,225,50,116,Fast,Water 2,,25,75,20,Ordinary
371,아공이,3,Dragon,,Rock Head Pokemon,0.6,42.1,Rock Head,Sheer Force,,45,75,60,40,30,50,300,1 Attack,45,35,60,Slow,Dragon,,50,50,40,Ordinary
372,쉘곤,3,Dragon,,Endurance Pokemon,1.1,110.5,Rock Head,Overcoat,,65,95,100,60,50,50,420,2 Defense,45,35,147,Slow,Dragon,,50,50,40,Ordinary
373,보만다,3,Dragon,Flying,Dragon Pokemon,1.5,102.6,Intimidate,Moxie,,95,135,80,110,80,100,600,3 Attack,45,35,300,Slow,Dragon,,50,50,40,Ordinary
374,메탕,3,Steel,Psychic,Iron Ball Pokemon,0.6,95.2,Clear Body,Light Metal,,40,55,80,35,60,30,300,1 Defense,3,35,60,Slow,Mineral,,,,40,Ordinary
375,메탕구,3,Steel,Psychic,Iron Claw Pokemon,1.2,202.5,Clear Body,Light Metal,,60,75,100,55,80,50,420,2 Defense,3,35,147,Slow,Mineral,,,,40,Ordinary
376,메타그로스,3,Steel,Psychic,Iron Leg Pokemon,1.6,550,Clear Body,Light Metal,,80,135,130,95,90,70,600,3 Defense,3,35,270,Slow,Mineral,,,,40,Ordinary
377,레지락,3,Rock,,Rock Peak Pokemon,1.7,230,Clear Body,Sturdy,,80,100,200,50,100,50,580,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary
378,레지아이스,3,Ice,,Iceberg Pokemon,1.8,175,Clear Body,Ice Body,,80,50,100,100,200,50,580,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary
379,레지스틸,3,Steel,,Iron Pokemon,1.9,205,Clear Body,Light Metal,,80,75,150,75,150,50,580,"2 Defense, 1 Sp. Def",3,35,261,Slow,Undiscovered,,,,80,Legendary
380,라티아스,3,Dragon,Psychic,Eon Pokemon,1.4,40,Levitate,,,80,80,90,110,130,110,600,3 Sp. Def,3,90,270,Slow,Undiscovered,,0,100,120,Legendary
381,라티오스,3,Dragon,Psychic,Eon Pokemon,2,60,Levitate,,,80,90,80,130,110,110,600,3 Sp. Atk,3,90,270,Slow,Undiscovered,,100,0,120,Legendary
382,가이오가,3,Water,,Sea Basin Pokemon,4.5,352,Drizzle,,,100,100,90,150,140,90,670,3 Sp. Atk,3,0,335,Slow,Undiscovered,,,,120,Legendary
383,그란돈,3,Ground,,Continent Pokemon,3.5,950,Drought,,,100,150,140,100,90,90,670,3 Attack,3,0,335,Slow,Undiscovered,,,,120,Legendary
384,레쿠쟈,3,Dragon,Flying,Sky High Pokemon,7,206.5,Air Lock,,,105,150,90,150,90,95,680,"2 Attack, 1 Sp. Atk",45,0,340,Slow,Undiscovered,,,,120,Legendary
385,지라치,3,Steel,Psychic,Wish Pokemon,0.3,1.1,Serene Grace,,,100,100,100,100,100,100,600,3 HP,3,100,270,Slow,Undiscovered,,,,120,Mythical
386,테오키스,3,Psychic,,DNA Pokemon,1.7,60.8,Pressure,,,50,150,50,150,50,150,600,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
387,모부기,4,Grass,,Tiny Leaf Pokemon,0.4,10.2,Overgrow,Shell Armor,,55,68,64,45,55,31,318,1 Attack,45,50,64,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
388,수풀부기,4,Grass,,Grove Pokemon,1.1,97,Overgrow,Shell Armor,,75,89,85,55,65,36,405,"1 Attack, 1 Defense",45,50,142,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
389,토대부기,4,Grass,Ground,Continent Pokemon,2.2,310,Overgrow,Shell Armor,,95,109,105,75,85,56,525,"2 Attack, 1 Defense",45,50,236,Medium Slow,Grass ,Monster,87.5,12.5,20,Ordinary
390,불꽃숭이,4,Fire,,Chimp Pokemon,0.5,6.2,Blaze,Iron Fist,,44,58,44,58,44,61,309,1 Speed,45,50,62,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
391,파이숭이,4,Fire,Fighting,Playful Pokemon,0.9,22,Blaze,Iron Fist,,64,78,52,78,52,81,405,"1 Sp. Atk, 1 Speed",45,50,142,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
392,초염몽,4,Fire,Fighting,Flame Pokemon,1.2,55,Blaze,Iron Fist,,76,104,71,104,71,108,534,"1 Attack, 1 Sp. Atk, 1 Speed",45,50,240,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
393,팽도리,4,Water,,Penguin Pokemon,0.4,5.2,Torrent,Defiant,,53,51,53,61,56,40,314,1 Sp. Atk,45,50,63,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
394,팽태자,4,Water,,Penguin Pokemon,0.8,23,Torrent,Defiant,,64,66,68,81,76,50,405,2 Sp. Atk,45,50,142,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
395,엠페르트,4,Water,Steel,Emperor Pokemon,1.7,84.5,Torrent,Defiant,,84,86,88,111,101,60,530,3 Sp. Atk,45,50,239,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
396,찌르꼬,4,Normal,Flying,Starling Pokemon,0.3,2,Keen Eye,Reckless,,40,55,30,30,30,60,245,1 Speed,255,50,49,Medium Slow,Flying,,50,50,15,Ordinary
397,찌르버드,4,Normal,Flying,Starling Pokemon,0.6,15.5,Intimidate,Reckless,,55,75,50,40,40,80,340,2 Speed,120,50,119,Medium Slow,Flying,,50,50,15,Ordinary
398,찌르호크,4,Normal,Flying,Predator Pokemon,1.2,24.9,Intimidate,Reckless,,85,120,70,50,60,100,485,3 Attack,45,50,243,Medium Slow,Flying,,50,50,15,Ordinary
399,비버니,4,Normal,,Plump Mouse Pokemon,0.5,20,Simple,Unaware,Moody,59,45,40,35,40,31,250,1 HP,255,50,50,Medium Fast,Field ,Water 1,50,50,15,Ordinary
400,비버통,4,Normal,Water,Beaver Pokemon,1,31.5,Simple,Unaware,Moody,79,85,60,55,60,71,410,2 Attack,127,50,144,Medium Fast,Field ,Water 1,50,50,15,Ordinary
401,귀뚤뚜기,4,Bug,,Cricket Pokemon,0.3,2.2,Shed Skin,Run Away,,37,25,41,25,41,25,194,1 Defense,255,50,39,Medium Slow,Bug,,50,50,15,Ordinary
402,귀뚤톡크,4,Bug,,Cricket Pokemon,1,25.5,Swarm,Technician,,77,85,51,55,51,65,384,2 Attack,45,50,134,Medium Slow,Bug,,50,50,15,Ordinary
403,꼬링크,4,Electric,,Flash Pokemon,0.5,9.5,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,1 Attack,235,50,53,Medium Slow,Field,,50,50,20,Ordinary
404,럭시오,4,Electric,,Spark Pokemon,0.9,30.5,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,2 Attack,120,100,127,Medium Slow,Field,,50,50,20,Ordinary
405,렌트라,4,Electric,,Gleam Eyes Pokemon,1.4,42,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,3 Attack,45,50,262,Medium Slow,Field,,50,50,20,Ordinary
